Feature,Importance
customerID_4791-QRGMF,0.00028220281998209617
customerID_4831-EOBFE,0.0002815794413745151
customerID_3320-VEOYC,0.0002812171699537391
customerID_6599-CEBNN,0.0002809190090529317
customerID_0117-LFRMW,0.00028029279323335006
customerID_5458-CQJTA,0.00027976075581736496
customerID_4291-SHSBH,0.00027949405210535305
customerID_1323-OOEPC,0.00027939775566725595
customerID_7253-UVNDW,0.00027883493626205437
customerID_2911-UREFD,0.000278404855989496
customerID_1527-SXDPN,0.00027790290337835477
customerID_0644-OQMDK,0.00027764047369957284
customerID_1591-NFNLQ,0.00027714552188225363
customerID_9603-OAIHC,0.00027713047347573507
customerID_1871-MOWRM,0.00027677887715010595
customerID_6845-RGTYS,0.0002765659039438525
customerID_0568-ONFPC,0.000276313500218431
customerID_3462-BJQQA,0.000276291429736506
customerID_0596-BQCEQ,0.00027602322983286045
customerID_3030-YZADT,0.0002757446149404981
customerID_2876-GZYZC,0.00027548325247696564
customerID_5445-PZWGX,0.00027538562445321283
customerID_1809-DMJHQ,0.00027478905101819054
customerID_9254-RBFON,0.00027424876861139387
customerID_8257-RZAHR,0.0002741582140414011
customerID_7363-QTBIW,0.0002738980526291696
customerID_7851-FLGGQ,0.00027387869623624
customerID_9961-JBNMK,0.00027370282222894933
customerID_3683-QKIUE,0.0002734666443371367
customerID_7774-OJSXI,0.00027334210450299153
customerID_7016-BPGEU,0.00027330105740960435
customerID_2799-ARNLO,0.0002731744467885988
customerID_4390-KYULV,0.0002729992639565667
customerID_7067-KSAZT,0.0002729241422158102
customerID_1508-DFXCU,0.0002724776487078737
customerID_2237-ZFSMY,0.0002719406127444948
customerID_8444-WRIDW,0.00027126715463241424
customerID_2123-AGEEN,0.00027119743154474296
customerID_5995-OIGLP,0.00027115344836444106
customerID_3426-NIYYL,0.0002709564799522823
customerID_2157-MXBJS,0.0002708021808615803
customerID_4081-DYXAV,0.0002706637544439993
customerID_1447-PJGGA,0.0002706428860017861
customerID_4234-XTNEA,0.00026899802320309467
customerID_1842-EZJMK,0.0002686306166973376
customerID_3023-GFLBR,0.0002684733794324829
customerID_9831-BPFRI,0.00026831364342721754
customerID_4566-GOLUK,0.00026830554479715654
customerID_0431-APWVY,0.0002681744091283821
customerID_1625-JAIIY,0.00026766019885839185
customerID_1208-DNHLN,0.00026764938963259383
customerID_6097-EQISJ,0.00026723646349020673
customerID_2530-ENDWQ,0.0002671091365136648
customerID_5389-FFVKB,0.0002668233311325895
customerID_0840-DFEZH,0.0002667935688236093
customerID_0533-BNWKF,0.00026652987964260913
customerID_0628-CNQRM,0.0002661538163097241
customerID_3763-GCZHZ,0.0002660947634067779
customerID_2215-ZAFGX,0.0002658004658222758
customerID_5202-IVJNU,0.00026563291092662354
customerID_6839-ITVZJ,0.000265300121367421
customerID_4710-FDUIZ,0.00026527838361362907
customerID_5876-HZVZM,0.0002648114574248914
customerID_2947-DOMLJ,0.00026424390669709343
customerID_9170-GYZJC,0.0002636619415000597
customerID_2834-JRTUA,0.00026363815815522255
customerID_5624-BQSSA,0.00026350604930007183
customerID_4628-CTTLA,0.00026347281793224716
customerID_2632-UCGVD,0.000262693610760521
customerID_4818-DRBQT,0.00026264586160810793
customerID_6261-RCVNS,0.0002625810867595976
customerID_8614-VGMMV,0.00026256793329336784
customerID_7207-RMRDB,0.00026220804163598887
customerID_5493-SDRDQ,0.00026162370533527554
customerID_3489-HHPFY,0.00026006169067425863
customerID_8035-BUYVG,0.0002600399341698118
customerID_6386-SZZKH,0.000259903114736559
customerID_7055-VKGDA,0.00025970540596352337
customerID_5482-NUPNA,0.00025967316637335463
customerID_6394-MFYNG,0.0002590358210537489
customerID_3814-MLAXC,0.00025888047440638816
customerID_3034-ZBEQN,0.0002588427938987696
customerID_0719-SYFRB,0.0002587290166202786
customerID_6664-FPDAC,0.0002587096085066807
customerID_9710-ZUSHQ,0.00025856526347731276
customerID_8387-MOJJT,0.00025854539083241515
customerID_0420-BWTPW,0.00025830702292615695
customerID_1240-KNSEZ,0.0002579918811622499
customerID_4174-LPGTI,0.0002579900031945531
customerID_2262-SLNVK,0.00025792332996307885
customerID_1725-IQNIY,0.00025720271682338537
customerID_9614-RMGHA,0.00025710583162137136
customerID_9139-WQQDY,0.0002569904680951171
customerID_8040-MNRTF,0.0002567783709536713
customerID_0843-WTBXE,0.0002567148895428543
customerID_6797-LNAQX,0.00025658838626477643
customerID_6357-JJPQT,0.0002560134558818175
customerID_7979-CORPM,0.0002559369283923735
customerID_6121-VZNQB,0.0002557724925749568
customerID_6519-CFDBX,0.00025557245113019936
customerID_7486-KSRVI,0.00025551933654915265
customerID_7632-MNYOY,0.00025484541525991924
customerID_8775-CEBBJ,0.0002547041020359264
customerID_8651-ENBZX,0.00025359769806210404
customerID_2027-OAQQC,0.00025356534331028073
customerID_1596-BBVTG,0.00025334002694741767
customerID_7619-ODSGN,0.0002532551670713661
customerID_4404-HIBDJ,0.000253164348023879
customerID_9412-GHEEC,0.00025260506759870207
customerID_2778-OCLGR,0.00025191153041962387
customerID_5536-RTPWK,0.00025156824474896515
customerID_0471-LVHGK,0.0002514641430078482
customerID_8429-XIBUM,0.0002513348219725678
customerID_2929-QNSRW,0.00025075429734548954
customerID_3420-YJLQT,0.0002504712147870537
customerID_8722-NGNBH,0.00025036310046337734
customerID_9318-NKNFC,0.00025029325950528506
customerID_4566-QVRRW,0.0002500329825762671
customerID_5748-RNCJT,0.0002494027249901489
customerID_4912-PIGUY,0.00024909154658552066
customerID_8087-LGYHQ,0.00024807297022563356
customerID_3422-GALYP,0.00024805592914073333
customerID_5429-LWCMV,0.0002479860299729065
customerID_3804-RVTGV,0.0002475804394039286
customerID_9033-EOXWV,0.00024711559167222473
customerID_5136-KCKGI,0.0002464698675772514
customerID_3647-GMGDH,0.0002461481757477375
customerID_0877-SDMBN,0.0002457410036508582
customerID_1041-RXHRA,0.0002456914333523365
customerID_8875-AKBYH,0.00024443205317167913
customerID_2856-NNASM,0.00024405625089962642
customerID_0618-XWMSS,0.00024402473082961516
customerID_1725-MIMXW,0.00024358285613146143
customerID_6313-GIDIT,0.00024353019058651537
customerID_9462-MJUAW,0.00024348656802057305
customerID_7730-IUTDZ,0.000242773646680972
customerID_9290-SHCMB,0.0002426655718217975
customerID_7124-UGSUR,0.00024257931915745205
customerID_3863-IUBJR,0.0002424975253610945
customerID_7365-BVCJH,0.00024219675107767287
customerID_7394-LWLYN,0.0002418304008566077
customerID_6172-FECYY,0.00024178516962169107
customerID_3842-IYKUE,0.00024164612622927867
customerID_2037-SGXHH,0.00024158707172241935
customerID_8945-MUQUF,0.00024040419665718486
customerID_5515-AKOAJ,0.00024036178496409004
customerID_8107-KNCIM,0.00024019495944011584
customerID_6207-WIOLX,0.00024000033316309464
customerID_0691-IFBQW,0.00023987564598194463
customerID_0887-HJGAR,0.0002397336032542798
customerID_8601-QACRS,0.00023898935929995738
customerID_6946-LMSQS,0.00023845364963881598
customerID_0415-MOSGF,0.0002382089244585639
customerID_9851-KIELU,0.00023779884694914526
customerID_7627-JKIAZ,0.00023778681998504718
customerID_3199-XGZCY,0.00023771100601570032
customerID_7623-TRNQN,0.0002376527132080626
customerID_6986-IXNDM,0.00023754997590373186
customerID_7641-EUYET,0.000237531041264112
customerID_2979-SXESE,0.00023692896319805226
customerID_4115-NZRKS,0.00023672554182264477
customerID_5073-WXOYN,0.00023668522271416594
customerID_4547-LYTDD,0.0002364940598506451
customerID_3668-QPYBK,0.0002362523433928808
customerID_2565-JSLRY,0.0002359811361659466
customerID_0895-DQHEW,0.00023579195062435924
customerID_9898-KZQDZ,0.00023545977825284185
customerID_8327-LZKAS,0.00023545531235506299
customerID_8824-RWFXJ,0.0002351089111817872
customerID_6777-TGHTM,0.00023497081672845853
customerID_3058-HJCUY,0.00023481672409541687
customerID_8541-QVFKM,0.0002346318746706467
customerID_9369-XFEHK,0.0002345325268052911
customerID_8496-EJAUI,0.00023424390419683869
customerID_6771-XWBDM,0.0002338903675705618
customerID_1518-VOWAV,0.00023382154790760153
customerID_5301-GAUUY,0.000233557285871369
customerID_4395-PZMSN,0.00023348448887722484
customerID_5013-SBUIH,0.0002330709554194393
customerID_2219-MVUSO,0.00023261788096154467
customerID_0486-HECZI,0.00023243923805306552
customerID_6770-XUAGN,0.0002324308556513529
customerID_2433-KMEAS,0.00023225784578635134
customerID_2207-NHRJK,0.0002321240871339343
customerID_4913-EHYUI,0.00023187047095621593
customerID_7639-SUPCW,0.0002318544839720692
customerID_6982-UQZLY,0.00023149191444556946
customerID_0112-QWPNC,0.00023115365422992287
customerID_9840-EFJQB,0.00023094101655600448
customerID_6599-RCLCJ,0.00023088564678580957
customerID_1502-XFCVR,0.00023078350056711822
customerID_2165-VOEGB,0.00023051786389455365
customerID_3164-AALRN,0.0002304845285944243
customerID_4250-ZBWLV,0.00023011805196082455
customerID_6304-IJFSQ,0.00023004784121352087
customerID_8624-GIOUT,0.00023003883009376134
customerID_6646-QVXLR,0.0002294540704802928
customerID_7044-YAACC,0.00022922629839992328
customerID_7739-LAXOG,0.00022918200682082966
customerID_4918-QLLIW,0.00022888840126690865
customerID_4652-NNHNY,0.00022871687949123384
customerID_1114-CENIM,0.00022865347823034714
customerID_3982-XWFZQ,0.00022853002398994757
customerID_1960-UYCNN,0.000228443555631948
customerID_5998-VVEJY,0.00022818482134628838
customerID_9506-UXUSK,0.0002280854745183381
customerID_6969-MVBAI,0.0002275363046452023
customerID_0807-ZABDG,0.0002272539923888541
customerID_9799-CAYJJ,0.00022701577005007493
customerID_3859-CVCET,0.000226687414014971
customerID_7593-JNWRU,0.000226290139890381
customerID_0836-SEYLU,0.0002260541664263881
customerID_2659-VXMWZ,0.0002259366908736504
customerID_2011-TRQYE,0.0002258040840479684
customerID_0634-SZPQA,0.00022577990948709954
customerID_4701-AHWMW,0.0002257523158599784
customerID_4432-ADRLB,0.0002256530456615127
customerID_9445-SZLCH,0.0002256145949716247
customerID_6689-KXGBO,0.00022535818495672018
customerID_3092-IGHWF,0.00022520319710207787
customerID_8267-ZNYVZ,0.00022516634889224396
customerID_9158-VCTQB,0.0002249786554213468
customerID_8739-XNIKG,0.00022444253231648873
customerID_1660-HSOOQ,0.00022406646086994283
customerID_2833-SLKDQ,0.00022294451246208995
customerID_8775-ERLNB,0.00022293275431505298
customerID_8019-ENHXU,0.0002226517132541483
customerID_5057-LCOUI,0.00022250696292234912
customerID_0637-UBJRP,0.0002222192806430636
customerID_8679-JOEVF,0.0002220823453447579
customerID_2077-MPJQO,0.00022203537088790363
customerID_9057-MSWCO,0.00022180916321396858
customerID_7206-PQBBZ,0.00022179598642196012
customerID_7854-EKTJL,0.0002215531545487623
customerID_2897-DOVND,0.00022143136289738094
customerID_3521-SYVOR,0.0002210638588023536
customerID_2115-BFTIW,0.00022100416748041337
customerID_5628-FCGYG,0.00022071783002085624
customerID_3669-LVWZB,0.00022067298631964585
customerID_6860-YRJZP,0.00022059224716069364
customerID_0406-BPDVR,0.00022021426100290613
customerID_1501-SGHBW,0.00021984837956623478
customerID_4905-JEFDW,0.00021984505125765625
customerID_7993-PYKOF,0.00021951370435544564
customerID_5399-ZIMKF,0.0002190310708520026
customerID_3190-XFANI,0.0002189652438314629
customerID_9866-QEVEE,0.0002188085367652441
customerID_6646-VRFOL,0.00021853048212254275
customerID_6633-MPWBS,0.0002184295094012052
customerID_1740-CSDJP,0.000218346667014663
customerID_0363-QJVFX,0.00021829872387237994
customerID_3669-OYSJI,0.00021778474786571266
customerID_0447-BEMNG,0.00021774881295730892
customerID_9863-JZAIC,0.00021747051492116649
customerID_7248-VZQLC,0.00021675050166829974
customerID_2311-QYMUQ,0.00021620086856999568
customerID_4248-HCETZ,0.0002158660872879325
customerID_5949-EBSQK,0.00021570928765261296
customerID_9117-SHLZX,0.00021547471572972804
customerID_5175-AOBHI,0.0002154205152101047
customerID_4817-QRJSX,0.00021510132261959127
customerID_0280-XJGEX,0.00021486821593052084
customerID_1550-LOAHA,0.00021482219478765496
customerID_0376-YMCJC,0.00021479202627159712
customerID_6630-UJZMY,0.0002144801357764031
customerID_6769-DYBQN,0.00021434509445736333
customerID_5032-MIYKT,0.0002139364270394301
customerID_6179-GJPSO,0.00021393556220053564
customerID_1475-VWVDO,0.00021381035838596634
customerID_3211-ILJTT,0.00021378165724479555
customerID_9365-SRSZE,0.00021350037082823526
customerID_2575-GFSOE,0.00021324206781597177
customerID_3030-YDNRM,0.00021297293548633875
customerID_4482-EWFMI,0.00021296978657383376
customerID_0947-IDHRQ,0.00021226464684893508
customerID_6661-HBGWL,0.0002121635715430769
customerID_9210-IAHGH,0.00021184936770005482
customerID_7321-VGNKU,0.00021157957484637302
customerID_7517-SAWMO,0.0002115337790778703
customerID_9820-RMCQV,0.00021089802196626398
customerID_0407-BDJKB,0.0002106880385107222
customerID_0687-ZVTHB,0.00021056795678683535
customerID_1891-FZYSA,0.0002104651824228699
customerID_3685-YLCMQ,0.00021038477328204347
customerID_9565-JSNFM,0.00021029799224982134
customerID_2187-LZGPL,0.0002101435866731415
customerID_2153-MREFK,0.00020997374809355075
customerID_0022-TCJCI,0.00020993101127132475
customerID_2873-ZLIWT,0.00020949482658031695
customerID_1587-FKLZB,0.00020938249198059213
customerID_7054-LGEQW,0.00020873429865594337
customerID_2108-XWMPY,0.00020843835986210515
customerID_4803-AXVYP,0.00020843467011005435
customerID_5590-YRFJT,0.00020795944235883068
customerID_3571-RFHAR,0.00020779630182065533
customerID_1750-CSKKM,0.00020775091849770404
customerID_2080-GKCWQ,0.00020765828076018907
customerID_2391-SOORI,0.0002076115893817342
customerID_7481-ATQQS,0.00020728832219533297
customerID_2382-BCKQJ,0.00020719507904597593
customerID_4484-GLZOU,0.00020654454989014372
customerID_2302-ANTDP,0.00020652872886201516
customerID_6317-YPKDH,0.00020650944841899384
customerID_5108-ADXWO,0.0002062365828612079
customerID_0742-MOABM,0.00020585679739552003
customerID_1582-RAFML,0.0002056703686781188
customerID_5380-WJKOV,0.00020550615345779502
customerID_2037-XJFUP,0.0002051483579567637
customerID_0324-BRPCJ,0.00020499543236924658
customerID_9412-ARGBX,0.00020495718585362486
customerID_8313-NDOIA,0.00020472350915848246
customerID_4959-JOSRX,0.0002045049148120115
customerID_3419-SNJJD,0.00020448971401203502
customerID_5043-TRZWM,0.00020412668639099006
customerID_3070-DVEYC,0.0002039904130266654
customerID_4077-CROMM,0.00020372307401845676
customerID_7392-YYPYJ,0.00020356010406897055
customerID_8640-SDGKB,0.0002032823511889964
customerID_9474-PHLYD,0.00020316849927352182
customerID_5569-OUICF,0.0002030470334242299
customerID_8623-TMRBY,0.0002029360732360495
customerID_6856-RAURS,0.00020283734034450175
customerID_4187-CINZD,0.00020278851425264052
customerID_0461-CVKMU,0.0002027823526073403
customerID_4580-TMHJU,0.00020224801503059627
customerID_5180-UCIIQ,0.00020217465082139217
customerID_9661-ACXBS,0.00020172477300847913
customerID_0939-YAPAF,0.000201590424309837
customerID_5366-IJEQJ,0.00020150869449394077
customerID_3132-TVFDZ,0.00020133036433765003
customerID_7580-UGXNC,0.00020108495082996186
customerID_6982-SSHFK,0.00020091628374327062
customerID_9101-BWFSS,0.00020091212409783385
customerID_1766-GKNMI,0.00020080935584686292
customerID_7994-UYIVZ,0.00020067377677194547
customerID_4307-KTUMW,0.0001999964057101788
customerID_5572-ZDXHY,0.00019998974947684585
customerID_6350-XFYGW,0.0001999714215900525
customerID_1644-IRKSF,0.0001997700714029955
customerID_4317-VTEOA,0.00019961163684584495
customerID_3230-WYKIR,0.0001995781573714983
customerID_1965-DDBWU,0.0001993130198031534
customerID_1481-ZUWZA,0.00019929463158135775
customerID_2232-DMLXU,0.00019924772218612083
customerID_1200-TUZHR,0.0001992095214312148
customerID_9490-DFPMD,0.00019908803185102056
customerID_5288-AHOUP,0.00019873024899159784
customerID_7614-QVWQL,0.00019857601506243777
customerID_7112-OPOTK,0.00019851947372577543
customerID_2239-JALAW,0.00019850870726123487
customerID_6331-LWDTQ,0.0001984448216687938
customerID_9026-RNUJS,0.00019798686789254764
customerID_8155-IBNHG,0.0001979176186824038
customerID_8397-MVTAZ,0.00019779262836087578
customerID_9090-SGQXL,0.00019775602407005137
customerID_8325-QRPZR,0.00019758024123748394
customerID_9851-QXEEQ,0.00019756341904475543
customerID_4523-WXCEF,0.00019730870454804736
customerID_4770-UEZOX,0.0001971584564211021
customerID_9526-BIHHD,0.00019715444052294533
customerID_1432-FPAXX,0.00019689504030777493
customerID_9526-JAWYF,0.00019649205271232882
customerID_7694-VLBWQ,0.0001962725150194906
customerID_4391-RESHN,0.0001962215098481224
customerID_9734-UYXQI,0.0001955323914461926
customerID_5419-KLXBN,0.00019539652103940232
customerID_0224-RLWWD,0.00019529514798478041
customerID_4236-UJPWO,0.00019524241123642427
